GROS BOVINS VIFS
COTATION GROS BOVINS VIFS SUR LES MARCHES DE REFERENCE
EN EURO
SEMAINE N° 38 DU 17/09/2025 AU 23/09/2025

EN EURO/KG NET;MARCHE 1;;;;;;;;;;;;;;;;;;MARCHE 2;;;;;;;;;;;;;;;;;;MARCHE 3;;;;;;;;;;;;;;;;;;MARCHE 4
GROUPE;VILLE;DATE;TENDANCE;EFF. BOVIN;VAR. EFF;INV;EFF. BF;EFF. GE;EFF. VA;EFF. TA;EFF. JB;CATEGORIE;TYPE RACIAL;CONFORMATION;PRIX MIN.;PRIX MAX.;PRIX MOY.;VAR.;VILLE;DATE;TENDANCE;EFF. BOVIN;VAR. EFF;INV;EFF. BF;EFF. GE;EFF. VA;EFF. TA;EFF. JB;CATEGORIE;TYPE RACIAL;CONFORMATION;PRIX MIN.;PRIX MAX.;PRIX MOY.;VAR.;VILLE;DATE;TENDANCE;EFF. BOVIN;VAR. EFF;INV;EFF. BF;EFF. GE;EFF. VA;EFF. TA;EFF. JB;CATEGORIE;TYPE RACIAL;CONFORMATION;PRIX MIN.;PRIX MAX.;PRIX MOY.;VAR.;VILLE;DATE;TENDANCE;EFF. BOVIN;VAR. EFF;INV;EFF. BF;EFF. GE;EFF. VA;EFF. TA;EFF. JB;CATEGORIE;TYPE RACIAL;CONFORMATION;PRIX MIN.;PRIX MAX.;PRIX MOY.;VAR.
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;E;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;U;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;R;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;VIANDES;O;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;R;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;MIXTE;O;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;O;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;BOEUFS;LAIT;P;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;TAUREAUX;VML;URO;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;E;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;U;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;VIANDES;R;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;E;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;JB BLONDS;U;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;R;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;MIXTE;O;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;O;;;;
1;AGEN;17/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;ARRAS;18/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;BOURG-EN-BRESSE;23/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;;CHOLET;22/09/2025 00:00:00;;;;;;;;;;JEUNES BOVINS;LAIT;P;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;E;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;E;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;E;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;E;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;VIANDES;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;E;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;E;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;E;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;E;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;BLD -10A+350KG;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;CHA -10A+350KG;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;LIM -10A+350KG;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;MIXTE;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;VACHES;LAIT;P;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;R;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VML;O;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;E;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;U;;;;
2;ST-CHRISTOPHE-EN-BRIONNAIS;17/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;FORGES LES EAUX;18/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;LAISSAC;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;;LAMBALLE;23/09/2025 00:00:00;;;;;;;;;;GÉNISSES;VIA +350KG;R;;;;
